xml:id	Lemma	Wortart	Definition	Konzept	Konzept_gemappt	Antwort_Modell	Quote	Falsche Zusätzliche	ExaktGleich	Konzeptgruppe
PZ00099	Zahn-schrupper	Substantiv	Zahnbürste	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS10650	Stern-buben	Substantiv	durch das Dorf ziehende und Gaben heischende Sternsingerbuben	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PL02335	Lotterie	Substantiv	Lotterie	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF02041	ver-purzeln	Verb	purzelnd in Unordnung bringen, niedertreten	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PD02277	Diebchens	Substantiv	Knabenspiel	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB06834	brutteln	Verb	schlecht arbeiten (vom Waschen und Stricken)	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK02703	Klein-Schweinfurt	Substantiv	Neckname	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PE02068	er-wachsen	Verb	wachsen, gedeihen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PW02082	Welts-kerl	Substantiv	ein besonders tüchtiger, erfolgreicher Mensch	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK04669	kraukelig	Adjektiv	klein und unscheinbar, kümmerlich	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PH00178	häckeln	Verb	beim Gehen die Fußknöchel aneinander reiben	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK06048	kuttchern, küttchern	Verb	verstohlen lachen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PM00985	Material	Substantiv	Material	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK04330	Köze	Substantiv	aus Weiden oder Holzspänen geflochtener Rückenkorb mit Tragebändern	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS08445	spauzen	Verb	Glut, Asche, Hitze von sich geben (vom Feuer)	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PJ00045	Jagd-spezel	Substantiv	Jagdfreund	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PN01063	Neun-töter, Neune-	Substantiv	Aeschna cyanea	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK04335	Közen-korb	Substantiv	großer Korb für Häcksel	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PD01650	Deichsel-schraube	Substantiv	Stift an derDeichsel, der das Herausgleiten der Aufhaltkette verhindert	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK01336	Kegel-geld	Substantiv	der von der verlierenden Partie zu zahlende Betrag	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS11347	Stößel-pumpe	Substantiv	Jauchepumpe	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PZ01963	Zwerg-erbse	Substantiv	niedrig wachsende Erbsensorte	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF02194	ver-schlafen	Verb	schläfrig, schlaftrunken	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PL02432	luft-leer	Adjektiv	luftleer	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB05125	Bord	Substantiv	Totentragbahre	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF04357	Vor-beter	Substantiv	wer vorbetet	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF02128	ver-rupfen	Verb	zerrupfen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PH07488	Huren-bock	Substantiv	lasterhafter Mann	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS07108	Sekunde	Substantiv	Sekunde	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS08659	Spelle	Substantiv	Stecknadel	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PH04114	Herz-förmchen	Substantiv	Blechform zum Ausstechen des herzförmigen Kleingebäcks	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PH04001	herunter-rudeln	Verb	massenhaft herabfallen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS08128	Sottisen	Substantiv	unnötige Umstände	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS08176	spälteln	Verb	Holz zum Feueranmachen in feine Späne spalten	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PM01844	Milch-bart	Substantiv	flaumiger, weicher Bartansatz bei Jugendlichen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PH03492	herum-drücken	Verb	alle Arbeiten machen lassen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS01178	Sau-staller, -ställer	Substantiv	Neckname	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PD05469	durch-schlagen	Verb	eine Mauer durchbrechen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PW00640	Wande	Substantiv	Streifen am Ende des Ackers, an dem der Pflug wendet	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB03342	Pienseler	Substantiv	empfindliche, weinerliche Person	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS05858	Schüssel-schaft	Substantiv	Regal für Schüsseln und Teller	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK03692	Kohl-hübel	Substantiv	Flurname	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF02713	Vesper	Substantiv	Nachmittagsgottesdienst bei Katholiken, Abendmesse	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS00905	Saufen-zuber	Substantiv	Standgefäß, in dem das Viehfutter gesammelt und angemengt wird	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK00124	Kaft, Käft	Substantiv	eiserner Ring am Pflug, in dem das Sech mit einem Holzkeil festgeklemmt wird	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PD03009	Dörfer	Substantiv	die Dorfbewohner	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS10063	starren	Verb	mit unbewegten Augen blicken, etwas mit den Augen fixieren	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS04153	Schnaken-messer	Substantiv	altes, rostiges, abgenutztes Messer	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PL02463	Lügen-bock	Substantiv	Lügner	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS10009	Stangen-rose	Substantiv	Malve (Althea rosea Cav.)Gartenblume	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK01609	Kessel-fabrik	Substantiv	Kesselfabrik	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PE00405	Eier-weck	Substantiv	mürbes Brötchen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF01649	ver-klabern	Verb	mit klebrigem Schmutz bedecken	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS10171	stechen	Verb	jemanden überlisten, austricksen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB04479	Blümchen-rühr-mich-nicht-an	Substantiv	schüchternes Kind	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA03743	aus-hauen	Verb	roden	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PW01223	wecken	Verb	wach machen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PD04553	Drohnen-brut	Substantiv	Brut, aus der nur Drohnen hervorgehen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA02197	Anschläge-fresser	Substantiv	Mensch, der immer wieder neue Wünsche und Pläne hat	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA01982	Anke(l)	Substantiv	Nacken, Genick	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF00258	falzen	Verb	balzen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PO00818	Oster-gasse	Substantiv	Flurname	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PL00846	Laus-ficke	Substantiv	Mensch mit verfilztem, verlaustem Haar	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA00191	ab-fahren	Verb	durch Fahren abnützen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA00857	ab-wälzen	Verb	abwälzen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PG04185	grimmen	Verb	zusammenziehen (den Mund beim Genuß scharfer Sachen)	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS01386	schäffeln	Verb	tauen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PW01176	Watz-klickert	Substantiv	komischer Kauz	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS00195	Säge-blatt	Substantiv	Sägeblatt	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PD03019	Dorf-glocke	Substantiv	weibliche Person, die alle Dorfneuigkeiten weiß und verbreitet	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK00418	Kampanje	Substantiv	zeitlich befristete Unternehmung, Hauptbetriebszeit	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS06892	Seiber-gusche	Substantiv	wer viel und zugleich unüberlegt redet	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS06404	Schwein-pelz	Substantiv	unsauberer, gemeiner Mensch	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS12419	Stutzen	Substantiv	das untere, dicke Ende einer Getreidegarbe	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS03037	schlecht	Adjektiv	einfach, schlicht	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK01399	keilen, keideln	Verb	werfen, schleudern	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF03995	Flor-kleid	Substantiv	Kleid aus Flor	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK01294	Kaute	Substantiv	Flurname	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PD04254	Drescher	Substantiv	Dreschwagen, Dreschmaschine	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB07269	Pumpen-kübelchen	Substantiv	kleiner Kübel an der Wasserpumpe	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PG03404	glücken	Verb	glücken	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS08699	Spende	Substantiv	Armenfonds, Sozialleistung für Arme	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS01287	schäbig, schabig	Adjektiv	unsinnig (schabiges Zeug machen = Unsinn treiben)	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PM02582	Mollo	Substantiv	Kopf	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PZ01180	zu-fahren	Verb	drauflos fahren, zügig fahren	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PE01635	Ent-setzung	Substantiv	Absetzung, Entlassung aus einem Amt	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS07736	Skelett	Substantiv	Skelett	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA02514	Apfel-körbchen	Substantiv	Gerät zum Obstbrechen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS11258	Stopsel, Stöpsel	Substantiv	kleingewachsener Mensch	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK02879	Kloster-gasse	Substantiv	Gasse, die an ein Kloster oder an einenklösterlichen Gutshof erinnert	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK01160	Katzen-narr	Substantiv	großer Katzenfreund	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK00742	Karo	Substantiv	viereckige Abteilung des Gartens	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS05085	schoren	Verb	(mit dem Spaten) umgraben	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB00111	Pacht-acker	Substantiv	gepachteter Acker	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS06699	Schwuppch	Substantiv	Schwung, Stoß	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PZ00948	Zoll	Substantiv	Zollkontrolle, Zollamt, Zollstation	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PI00023	Igel	Substantiv	Kastanienhülse	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK02179	Kirchen-vermögen	Substantiv	Kirchenvermögen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA02270	An-sinnen	Substantiv	Ansinnen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PM01335	Meckes, Mekes	Substantiv	im Wachstum zurückgebliebenes Tier	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PN01043	neun-eckig	Adjektiv	faul, ungefällig	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA03359	auf-springen	Verb	aufbersten	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB01591	be-gehren	Verb	begehren	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB02119	be-ruhigen	Verb	nach einer Aufregung ruhig werden	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PN00735	Nebel-macher	Substantiv	wer Darmwinde streichen läßt	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA00823	ab-treten	Verb	überlassen, freiwillig abgeben	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB04621	Blut-sturz	Substantiv	Blutsturz	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PH07312	Hunger-panz	Substantiv	Geizhals	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PG03137	Glan-rasse	Substantiv	eine im Glantal gezüchtete Rindviehrasse	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PH06042	Hohl-meißel	Substantiv	Meißel mit ausgehöhlter Schneide	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS04573	Schneller-bogen	Substantiv	Armbrust als Spielzeug der Jungen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS10548	Stelle	Substantiv	Ort, Platz	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PG03098	Giraffe	Substantiv	überaus große Person	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PH04101	Herz-drücker	Substantiv	Kartoffeln	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PN00539	Näppes	Substantiv	kleiner Mann	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PG00438	Garn-sack	Substantiv	Fangnetz für Vögel	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS11515	Strang-schläger	Substantiv	Pferd, das die Unart hat, über die Stränge zu schlagen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PG00626	Gattings-kuh	Substantiv	passende Kuh	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB05524	Brach-wiese	Substantiv	auf Brachland angelegte Wiese	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB01849	Belgier	Substantiv	Name einer Pferderasse (schweres Pferd)	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PR01351	Reiter-schule	Substantiv	Karussell	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PG01551	Gelb-füße	Substantiv	Neckname	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB06345	Prophet	Substantiv	(ü) sachl.	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS11314	Stör-näherin	Substantiv	Schneiderin, die ins Haus kommt	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB07542	bus	Adjektiv	tuberkulös (vom Rindvieh)	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA02292	An-stand	Substantiv	Anstand auf der Jagd	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS12129	Stuben-mücke	Substantiv	Stubenfliege (Musca domestica)	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PN00144	nach-plärren	Verb	nachschreien, nachbrüllen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PR00308	ranksen	Verb	schimpfen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF04895	vorwärts-gehen	Verb	gut vonstatten gehen, sich günstig entwickeln	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS05803	Schurgelchens	Substantiv	ein Klickerspiel	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PH00884	Handel	Substantiv	Kauf und Verkauf von Waren	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PE01290	Elends-klamm	Substantiv	Flurname	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF02667	Ver-zeichnis	Substantiv	Schulzeugnis	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PL01760	Leute-schinder	Substantiv	reicher Mensch, der die Armen unterdrückt und ausnützt	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB03162	Pfuhl-pritsche	Substantiv	Einspännerkarren, auf dem das Jauchefaß transportiert wird	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA03467	Auf-zug	Substantiv	Vorrichtung zum Heben von Lasten	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS12503	sudeln	Verb	gleichzeitig regnen und schneien	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS04207	schnappen	Verb	(durch Kopfnicken) zustimmen, bejahen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS02488	Schinägler	Substantiv	Arbeiter	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB04074	Platsch-maul	Substantiv	wer viel und Schlechtes über andere redet	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PH02525	Heller-zins	Substantiv	Geldleistung in Hellern	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS11757	Streuner	Substantiv	wer draußen herumläuft, herumirrt	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF00630	Faul-lieschen	Substantiv	Akelei	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PR01799	Ringel-hafte	Substantiv	Öse, in die die Hafte eingehängt wird	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK01128	Katzen-haar	Substantiv	ein nicht näher bezeichnetes Unkraut	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK00839	Kaschmir	Substantiv	feiner Wollstoff (früherer Zeit)	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PD03115	Dorn, Dornen	Substantiv	Stahlbolzen zum Durchlöchern von Eisenblech, auch zum Erweitern von Löchern	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PL01883	liederig, liedrig	Adjektiv	kränklich, gesundheitlich hinfällig	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PM02794	Mords-kaffer	Substantiv	dummer Kerl	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS04972	Schöffe	Substantiv	ehrenamtlicher Laienrichter	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PH02443	Heirats-jahre	Substantiv	Heiratsalter	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA02713	Armen-recht	Substantiv	Armenrecht	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PB05606	Brand-platscher	Substantiv	Huflattich (Tussilago farfara)	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA00327	ab-jagen	Verb	durch Jagen ermüden, abhetzen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK01739	Kienholz-fackel	Substantiv	Leuchte aus Kiefernholz	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PL01189	Lehnung	Substantiv	Verpachtung, insbes. öffentliche Pachtvergabe	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PR01836	Ring-wurst	Substantiv	große Wurst	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PD04933	Tuch-rock	Substantiv	Tuchrock	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PD03149	dornig	Adjektiv	dornig	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PL00794	Lauf-pfeiler	Substantiv	Armbrust der Knaben	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS05905	Schutt-halde	Substantiv	Abraumhalde des Steinbruchs	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PN00078	Nach-geschwistergockel	Substantiv	weitläufiger Verwandter	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PA02148	an-reiben	Verb	entzünden, auflösen	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF03015	Vieh-natur	Substantiv	kerngesunde, widerstandsfähige Körperbeschaffenheit	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS11397	Stotterin	Substantiv	eine stotternde Frau	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS03267	Schleuder	Substantiv	Steinschleuder, bes. Gummischleuder der Knaben	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PS10879	stiel-faul	Adjektiv	mit Fäulnisstellen am Stiel	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PN00363	Nack-arsch	Substantiv	Herbstzeitlose (Colchicum autumnale)	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PN00363	Nack-arsch	Substantiv	wirtschaftlich ruinierter Mensch	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF02985	Vieh-hafen	Substantiv	eiserner, großer Topf zum Kochen des Viehfutters	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PF05611	führen	Verb	befördern, transportieren	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
PK02053	Kirbe-kranz	Substantiv	Kranz (Kränze) am Kirbebaum	kein_Trinken	kein_Trinken		1/1	0	True	kein_Trinken
