xml:id	Lemma	Lemma_bereinigt	Wortart	Level	Definition	Konzept	Label	Cosine_Score	Pred_Label
PB01633	be-hauen	behauen	Verb	2a	sich betrinken	Trinken	1	0.9771	1.0000
PB01838	be-ledern	beledern	Verb	-	betrinken	Trinken	1	0.9877	1.0000
PB02056	perlen	perlen	Verb	'1.1.	trinken	Trinken	1	0.9988	1.0000
PB02193	be-seibeln	beseibeln	Verb	2	betrinken	Trinken	1	0.9877	1.0000
PB02354	be-trudeln	betrudeln	Verb	-	sich betrinken	Trinken	1	0.9771	1.0000
PB02576	be-zechen	bezechen	Verb	-	sich betrinken	Trinken	1	0.9771	1.0000
PB02736	Pfeffer-minze, -minz	Pfefferminze, Pfefferminz	Substantiv	2	Pfefferminztee	Trinken	1	0.8565	1.0000
PB02740	Pfefferminz-tee	Pfefferminztee	Substantiv	-	Pfefferminztee	Trinken	1	0.8565	1.0000
PB02741	Pfefferminz-wasser	Pfefferminzwasser	Substantiv	-	Getränk aus Pfefferminzessenz und Wasser	Trinken	1	0.9427	1.0000
PB02869	Pferds-milch	Pferdsmilch	Substantiv	-	Stutenmilch	Trinken	1	0.9644	1.0000
PB03415	Bier-schlorum	Bierschlorum	Substantiv	-	schlechtes Bier	Trinken	1	0.9704	1.0000
PB03442	Biest-milch	Biestmilch	Substantiv	-	die erste dicke, unreine Milch der Kuh unmittelbar nach dem Kalben	Trinken	1	0.9330	1.0000
PB03609	Pink-pille	Pinkpille	Substantiv	1	schlechter Kaffee	Trinken	1	0.9815	1.0000
PB03661	Bippel-henker	Bippelhenker	Substantiv	-	derbe Bez. für schlechten Kaffee	Trinken	1	0.0500	0.0000
PB03661	Bippel-henker	Bippelhenker	Substantiv	E2	Tresterwein, Haustrunk	Trinken	1	0.9517	1.0000
PB03729	Birnen-most	Birnenmost	Substantiv	-	Birnensaft	Trinken	1	0.9584	1.0000
PB03731	Birnen-puff	Birnenpuff	Substantiv	-	Wein, den man aus Birnen (und Äpfeln) selbst hergestellt hat	Trinken	1	0.9303	1.0000
PB03733	Birnen-saft	Birnensaft	Substantiv	-	Birnensaft	Trinken	1	0.9584	1.0000
PB03816	pitschen	pitschen	Verb	1	trinken	Trinken	1	0.9988	1.0000
PB03946	Plämpel	Plämpel	Substantiv	2	schlechter Wein, minderwertiger Haustrunk	Trinken	1	0.9448	1.0000
PB03948	plämpern	plämpern	Verb	-	oft trinken	Trinken	1	0.9883	1.0000
PB04011	blasen	blasen	Verb	3	einen trinken	Trinken	1	0.9894	1.0000
PB04154	blau	blau	Substantiv	4a'b	Branntwein	Trinken	1	0.9722	1.0000
PB04279	Bleff	Bleff	Substantiv	-	Haustrunk	Trinken	1	0.9700	1.0000
PB04398	blitzen	blitzen	Verb	x'1.2d	trinken	Trinken	1	0.9988	1.0000
PB04647	Blut-wein	Blutwein	Substantiv	-	Rotwein	Trinken	1	0.9801	1.0000
PB04693	Bock-bier	Bockbier	Substantiv	-	Starkbier mit hohem Stammwürzegehalt	Trinken	1	0.9280	1.0000
PB04748	Böckser	Böckser	Substantiv	1c	Wein mit Bodengeschmack	Trinken	1	0.9525	1.0000
PB04755	Böcksler	Böcksler	Substantiv	1	Wein mit Bodengeschmack	Trinken	1	0.9525	1.0000
PB04922	Polack	Polack	Substantiv	5	Rest eines Getränkes im Glas	Trinken	1	0.8805	1.0000
PB05629	Brannte-wein, Brannt-wein	Branntewein, Branntwein	Substantiv	-	Branntewein, Branntwein	Trinken	1	0.9458	1.0000
PB05642	Branntwein-schnäpsel	Branntweinschnäpsel	Substantiv	-	ein Gläschen Schnaps	Trinken	1	0.9414	1.0000
PB06029	Preß-most	Preßmost	Substantiv	-	durch Pressen gewonnener Obstsaft	Trinken	1	0.9137	1.0000
PB06123	Briester	Briester	Substantiv	-	erste Milch nach dem Kalben	Trinken	1	0.9538	1.0000
PB06125	Briester-milch	Briestermilch	Substantiv	-	erste Milch nach dem Kalben	Trinken	1	0.9538	1.0000
PB06369	prosten	prosten	Verb	1	trinken	Trinken	1	0.9988	1.0000
PB06370	prostern	prostern	Verb	-	trinken	Trinken	1	0.9988	1.0000
PB06562	Brühe	Brühe	Substantiv	3b	schlechter Kaffee	Trinken	1	0.9815	1.0000
PB06629	Brummelsbeerblätter-tee	Brummelsbeerblättertee	Substantiv	-	Brombeerblättertee	Trinken	1	0.9614	1.0000
PB06832	Bruttel-brühe	Bruttelbrühe	Substantiv	-	schlechtes Kaffeegetränk	Trinken	1	0.9423	1.0000
PB06974	Büchsen-milch	Büchsenmilch	Substantiv	-	Büchsenmilch	Trinken	1	0.9691	1.0000
PB07095	büffeln	büffeln	Verb	2	trinken	Trinken	1	0.9988	1.0000
PB07098	büffen	büffen	Verb	2	einen trinken	Trinken	1	0.9894	1.0000
PB07195	pulvern, pülvern	pulvern, pülvern	Verb	3	einen trinken	Trinken	1	0.9894	1.0000
PB07266	pumpen	pumpen	Verb	1b	einen trinken	Trinken	1	0.9894	1.0000
PB07380	Buppes	Buppes	Substantiv	1	minderwertiger Wein, Haustrunk	Trinken	1	0.9472	1.0000
PB07510	bürsten	bürsten	Verb	2	trinken, zechen	Trinken	1	0.9608	1.0000
PB07749	Butter-milch	Buttermilch	Substantiv	-	Buttermilch	Trinken	1	0.9817	1.0000
PD00571	Dämmer-schoppen	Dämmerschoppen	Substantiv	-	kleiner Abendtrunk	Trinken	1	0.7093	1.0000
PD00646	tanken	tanken	Verb	2	trinken (vom Alkohol)	Trinken	1	0.9616	1.0000
PD00850	daran-gießen	darangießen	Verb	-	einen Schoppen, ein Gläschen u.ä. trinken	Trinken	1	0.9508	1.0000
PD00873	daran-schütten	daranschütten	Verb	2	einen Schoppen trinken	Trinken	1	0.9693	1.0000
PD01207	tätschern	tätschern	Verb	-	trinken	Trinken	1	0.9988	1.0000
PD01569	Tee	Tee	Substantiv	1	die getrockneten Blätter des Teestrauches und das daraus bereitete Getränk	Trinken	1	0.0677	0.0000
PD02202	Dick-milch	Dickmilch	Substantiv	1	Dickmilch	Trinken	1	0.9786	1.0000
PD02627	Dividenden-brühe	Dividendenbrühe	Substantiv	-	Bier	Trinken	1	0.9846	1.0000
PD02628	Dividenden-wasser	Dividendenwasser	Substantiv	-	Bier	Trinken	1	0.9846	1.0000
PD03186	torschen	torschen	Verb	-	tüchtig trinken	Trinken	1	0.9780	1.0000
PD03425	Drachen-töter	Drachentöter	Substantiv	-	schlechter Wein	Trinken	1	0.9835	1.0000
PD03596	Trank	Trank	Substantiv	1	Getränk	Trinken	1	0.9876	1.0000
PD03599	tränken	tränken	Verb	1c	trinken	Trinken	1	0.9988	1.0000
PD03746	Trauben-most	Traubenmost	Substantiv	-	Traubenmost	Trinken	1	0.0113	0.0000
PD04295	Trester-schnaps	Tresterschnaps	Substantiv	-	aus Weintrestern gebrannter Schnaps	Trinken	1	0.9292	1.0000
PD04296	Trester-wasser	Tresterwasser	Substantiv	-	aus TraubenrückständenZucker und Wasser hergestellter Wein	Trinken	1	0.9345	1.0000
PD04431	Trink	Trink	Substantiv		Trunk	Trinken	1	0.9770	1.0000
PD04435	trinken	trinken	Verb	1b	regelmäßig und zuviel Alkohol trinken	Trinken	1	0.9494	1.0000
PD04512	Triumph-bock	Triumphbock	Substantiv	-	Biersorte	Trinken	1	0.5607	1.0000
PD04611	Tropfs-bier	Tropfsbier	Substantiv	-	Bier, das nach dem Einschenken vom Hahn abtropft	Trinken	1	0.9264	1.0000
PD04688	Trub-wein	Trubwein	Substantiv	-	der durch die Hefe getrübte letzte Wein im Faß	Trinken	1	0.9335	1.0000
PD04718	Drücker-wein	Drückerwein	Substantiv	-	Tresterwein	Trinken	1	0.9737	1.0000
PD04751	trudeln	trudeln	Verb	2.2	trinken	Trinken	1	0.9988	1.0000
PD04804	Trunk	Trunk	Substantiv	2	Getränk	Trinken	1	0.9876	1.0000
PD04809	Trunk-wein	Trunkwein	Substantiv	x	minderer Wein, der als Haustrunk dient	Trinken	1	0.9422	1.0000
PD04844	Druschel-schnaps	Druschelschnaps	Substantiv	-	Schnaps aus Stachelbeeren	Trinken	1	0.9416	1.0000
PD05009	dulfen	dulfen	Verb	2c	übermäßig trinken	Trinken	1	0.9777	1.0000
PD05027	Dullianer-brühe	Dullianerbrühe	Substantiv	-	schlechter Wein	Trinken	1	0.9835	1.0000
PD05031	tulpen	tulpen	Verb	-	(Alkohol) trinken	Trinken	1	0.9693	1.0000
PD05457	durch-saufen	durchsaufen	Verb	-	einen Zeitraum hindurch unmäßig trinken	Trinken	1	0.9512	1.0000
PD05551	durch-zechen	durchzechen	Verb	-	lange Zeit zechen	Trinken	1	0.9544	1.0000
PD05604	Turko	Turko	Substantiv	2	Bez. für schlechten Wein	Trinken	1	0.0473	0.0000
PD05718	durstig, dürstig	durstig, dürstig	Adjektiv	-	durstig, dürstig	Trinken	1	0.9439	1.0000
PD05776	Tut	Tut	Substantiv	-	Milch	Trinken	1	0.9869	1.0000
PD05778	tutchen	tutchen	Verb	x	trinken	Trinken	1	0.9988	1.0000
PD05792	tutern	tutern	Verb	-	saufen	Trinken	1	0.9848	1.0000
PE00257	Ehr-wein	Ehrwein	Substantiv		auserlesener Wein, der aus besonderen Anlässen gereicht wird	Trinken	1	0.9322	1.0000
PE00406	Eier-wein	Eierwein	Substantiv	-	Wein mit verrührtem Ei und Zucker	Trinken	1	0.9408	1.0000
PE00686	ein-läppern	einläppern	Verb	-	in kleinen Schlucken trinken	Trinken	1	0.9604	1.0000
PE00745	ein-nehmen	einnehmen	Verb	2b	Alkohol trinken	Trinken	1	0.9896	1.0000
PE00863	ein-schlürfen	einschlürfen	Verb	-	einschlürfen	Trinken	1	0.0184	0.0000
PE00983	ein-tun	eintun	Verb	x'1.2a	einen Rausch antrinken	Trinken	1	0.9675	1.0000
PE01015	ein-wickeln	einwickeln	Verb	2c	einen über den Durst trinken	Trinken	1	0.9552	1.0000
PE01315	Elfuhr-messe	Elfuhrmesse	Substantiv	-	Frühschoppen	Trinken	1	0.9315	1.0000
PE01768	Erdbeeren-bowle, Erdbeer-bowle	Erdbeerenbowle, Erdbeerbowle	Substantiv	-	Erdbeerenbowle, Erdbeerbowle	Trinken	1	-0.0032	0.0000
PE01783	Erdbeeren-wein, Erdbeer-wein	Erdbeerenwein, Erdbeerwein	Substantiv	-	Erdbeerenwein, Erdbeerwein	Trinken	1	0.9491	1.0000
PE01998	Ern-wein	Ernwein	Substantiv	-	Wein, der den Erntearbeitern zum Erntefest gereicht wird	Trinken	1	0.9324	1.0000
PE02096	Erz-engeler	Erzengeler	Substantiv	-	eine Weinbezeichnung	Trinken	1	0.0399	0.0000
PE02364	exen	exen	Verb	-	auf einen Zug austrinken	Trinken	1	0.9592	1.0000
PF00505	Faß-wein	Faßwein	Substantiv	-	Wein direkt vom Faß	Trinken	1	0.9258	1.0000
PF01305	ver-drücken	verdrücken	Verb	2b	einen Schoppen trinken	Trinken	1	0.9693	1.0000
PF01484	ver-haften	verhaften	Verb	2b	austrinken	Trinken	1	0.9876	1.0000
PF01791	ver-lechen	verlechen	Verb	x2	sehr durstig sein (vom Menschen)	Trinken	1	0.9167	1.0000
PF02001	ver-pfetzen	verpfetzen	Verb	2	vertrinken	Trinken	1	0.9877	1.0000
PF02140	ver-salzen	versalzen	Verb	x3	sich betrinken	Trinken	1	0.9771	1.0000
PF02165	ver-schaskenen	verschaskenen	Verb	-	mit Trinken vergeuden	Trinken	1	0.9430	1.0000
PF02235	ver-schmieren	verschmieren	Verb	1b'a	sich betrinken	Trinken	1	0.9771	1.0000
PF02260	Verschnitt-wein	Verschnittwein	Substantiv	-	Wein, der zum Verschneiden verwendet wird	Trinken	1	0.9400	1.0000
PF02311	ver-schwinden	verschwinden	Verb	3a	einen trinken	Trinken	1	0.9894	1.0000
PF02320	ver-seibeln	verseibeln	Verb	2	sich betrinken	Trinken	1	0.9771	1.0000
PF03618	Flaschen-milch	Flaschenmilch	Substantiv	-	in Flaschen an den Verbraucher gelieferte Milch	Trinken	1	0.9118	1.0000
PF03625	Flaschen-wein	Flaschenwein	Substantiv	-	Flaschenwein	Trinken	1	0.9794	1.0000
PF04250	voll-laufen	volllaufen	Verb	2	sich betrinken	Trinken	1	0.9771	1.0000
PF04269	voll-saufen	vollsaufen	Verb	1	sich satttrinken	Trinken	1	0.9562	1.0000
PF05529	Fuchs	Fuchs	Substantiv	x2d'g	rötlicher Wein	Trinken	1	0.9716	1.0000
PF05806	Fusel	Fusel	Substantiv	1.1	schlechter Branntwein	Trinken	1	0.9647	1.0000
PG00355	Gänse-wein	Gänsewein	Substantiv	-	Wasser	Trinken	1	0.9550	1.0000
PG00743	Gauls-, Gäuls-milch	Gaulsmilch, Gäulsmilch	Substantiv	-	Stutenmilch	Trinken	1	0.9644	1.0000
PG00886	Gebirgs-wein	Gebirgswein	Substantiv	-	Gebirgswein	Trinken	1	0.9807	1.0000
PG00935	Ge-bruttel	Gebruttel	Substantiv	2	Kaffeegetränk, in dem Rückstände schwimmen	Trinken	1	0.9377	1.0000
PG01375	Geißen-milch, Geiß-milch	Geißenmilch, Geißmilch	Substantiv	1	Ziegenmilch	Trinken	1	0.9774	1.0000
PG01529	Ge-läpper	Geläpper	Substantiv	-	häufiges Trinken	Trinken	1	0.9787	1.0000
PG01867	ge-nehmigen	genehmigen	Verb	-	sich einen Schoppen Wein, einen Schnaps genehmigen	Trinken	1	0.5064	1.0000
PG01943	Ge-plämpels	Geplämpels	Substantiv	-	Apfelwein	Trinken	1	0.9826	1.0000
PG02180	Gersten-brühe	Gerstenbrühe	Substantiv	-	Bier	Trinken	1	0.9846	1.0000
PG02187	Gersten-kaffee	Gerstenkaffee	Substantiv	-	Kaffeeersatz aus gerösteten Gerstenkörnern	Trinken	1	0.6571	1.0000
PG02499	Gesinde-wein, Gesind-wein	Gesindewein, Gesindwein	Substantiv	-	minderwertiger Wein	Trinken	1	0.9649	1.0000
PG03403	glucken	glucken	Verb	2	trinken	Trinken	1	0.9988	1.0000
PG03410	gluckern	gluckern	Verb	1	hastig trinken	Trinken	1	0.9784	1.0000
PG03653	Gori	Gori	Substantiv	2.2	Branntwein	Trinken	1	0.9722	1.0000
PG03653	Gori	Gori	Substantiv	2.1	geringer Wein, gärender Tresterwein	Trinken	1	0.9422	1.0000
PG04446	Grundbirnen-bumpes, Grundbirn-bumpes	Grundbirnenbumpes, Grundbirnbumpes	Substantiv	2	Kartoffelschnaps	Trinken	1	0.9707	1.0000
PG04457	Grundbirnen-fusel, Grundbirn-fusel	Grundbirnenfusel, Grundbirnfusel	Substantiv	-	Kartoffelschnaps	Trinken	1	0.9707	1.0000
PG04644	Grün-kopf	Grünkopf	Substantiv	2b	Flaschenwein	Trinken	1	0.9794	1.0000
PG04698	Grusselbeeren-wein, Grusselbeer-wein	Grusselbeerenwein, Grusselbeerwein	Substantiv	-	Stachelbeerwein	Trinken	1	0.9485	1.0000
PH00238	Häfelchens-wein	Häfelchenswein	Substantiv	-	geringerer Wein, der im irdenen Milchtopf aus dem Keller geholt wird	Trinken	1	0.9292	1.0000
PH00710	Halsrosen-tee	Halsrosentee	Substantiv	-	Tee aus der Halsrose	Trinken	1	0.9543	1.0000
PH00784	Hammels-milch, Hammel-milch	Hammelsmilch, Hammelmilch	Substantiv	-	Schafsmilch	Trinken	1	0.0161	0.0000
PH00898	Händel-stifter	Händelstifter	Substantiv	2	starker Wein	Trinken	1	0.9816	1.0000
PH01178	Hansel, Hänsel	Hansel, Hänsel	Substantiv	x3	schales Bier, Tropfbier	Trinken	1	0.9425	1.0000
PH01844	Haus-rebe	Hausrebe	Substantiv	-	Spalierwein am Haus	Trinken	1	0.9328	1.0000
PH02173	Heidelbeeren-saft, Heidelbeer-saft	Heidelbeerensaft, Heidelbeersaft	Substantiv	-	Heidelbeerensaft, Heidelbeersaft	Trinken	1	0.8976	1.0000
PH03353	Herrgotts-wein, Herrgott-wein	Herrgottswein, Herrgottwein	Substantiv	-	Wasser	Trinken	1	0.9550	1.0000
PH03873	Herum-trunk	Herumtrunk	Substantiv		Umtrunk	Trinken	1	0.0376	0.0000
PH03915	herum-zipfeln	herumzipfeln	Verb	-	langsam trinken	Trinken	1	0.9890	1.0000
PH04041	herunter-stürzen	herunterstürzen	Verb	3	trinken	Trinken	1	0.9988	1.0000
PH04398	Hick-auf	Hickauf	Substantiv	-	schlechter Wein	Trinken	1	0.9835	1.0000
PH04545	Himmels-wein	Himmelswein	Substantiv	-	himmlischer Wein (im Kinderspiel)	Trinken	1	0.9412	1.0000
PH05379	hinunter-drehen	hinunterdrehen	Verb	2	trinken	Trinken	1	0.9988	1.0000
PH05411	hinunter-läppern	hinunterläppern	Verb	-	schlürfend trinken	Trinken	1	0.9693	1.0000
PH05440	hinunter-schlenkern	hinunterschlenkern	Verb	-	schnell trinken	Trinken	1	0.9890	1.0000
PH05461	hinunter-stürzen	hinunterstürzen	Verb	2	trinken	Trinken	1	0.9988	1.0000
PH05992	Hohen-astheimer	Hohenastheimer	Substantiv	1	Apfel- oder Birnenwein	Trinken	1	0.9525	1.0000
PH06092	Holder-saft	Holdersaft	Substantiv	-	Saft aus Holunderbeeren	Trinken	1	0.9491	1.0000
PH06407	Honig-likör	Honiglikör	Substantiv	-	Likör, mit Honig gesüßt	Trinken	1	0.9098	1.0000
PH06423	Honig-schnaps	Honigschnaps	Substantiv	-	mit Honig gesüßter Schnaps	Trinken	1	0.9485	1.0000
PH06433	Honig-wasser	Honigwasser	Substantiv	-	mit Honig gesüßtes Wasser	Trinken	1	0.9360	1.0000
PH07666	Hutzel-brühe	Hutzelbrühe	Substantiv		süßer Wein	Trinken	1	0.9729	1.0000
PI00306	itzen	itzen	Verb	x	trinken	Trinken	1	0.9988	1.0000
PJ00223	Jekuff	Jekuff	Substantiv	-	Umtrunk, das sich Zutrinken	Trinken	1	0.9486	1.0000
PJ00310	Johannisbeer-wein	Johannisbeerwein	Substantiv	-	Wein aus Johannisbeeren	Trinken	1	0.9520	1.0000
PJ00352	Johannistrauben-saft	Johannistraubensaft	Substantiv	-	Saft aus Johannisbeeren	Trinken	1	0.9482	1.0000
PJ00371	Johann-Peter	JohannPeter	Substantiv	2e	Schnaps	Trinken	1	0.9789	1.0000
PJ00385	Joli	Joli	Substantiv	-	Haustrunk	Trinken	1	0.9700	1.0000
PJ00431	juckeln	juckeln	Verb	I1a'd	in kleinen Schlucken trinken	Trinken	1	0.9604	1.0000
PK00014	kacheln	kacheln	Verb	-	viel trinken	Trinken	1	0.9890	1.0000
PK00043	Kaffee	Kaffee	Substantiv	1.2	Getränk aus Kaffee	Trinken	1	0.9716	1.0000
PK00043	Kaffee	Kaffee	Substantiv	1.3b	Nachmittagskaffee	Trinken	1	0.9524	1.0000
PK00043	Kaffee	Kaffee	Substantiv	1.1b'a	Kaffee-Ersatz verschiedener Art	Trinken	1	0.9183	1.0000
PK00053	Kaffee-bruttel	Kaffeebruttel	Substantiv	-	Kaffeebrühe	Trinken	1	0.9638	1.0000
PK00080	Kaffee-milch	Kaffeemilch	Substantiv	-	Milch für den Kaffee	Trinken	1	0.9640	1.0000
PK00181	Kakao	Kakao	Substantiv	-	Kakao	Trinken	1	0.9560	1.0000
PK00187	Kälbchens-käse	Kälbchenskäse	Substantiv	x	erste Milch nach dem Kalben	Trinken	1	0.9538	1.0000
PK00763	Karst-anis	Karstanis	Substantiv	-	Schnaps	Trinken	1	0.9789	1.0000
PK00772	Karsten-wasser, Karst-wasser	Karstenwasser, Karstwasser	Substantiv	-	Schnaps, der bes. zur Zeit der Kartoffelernte gereicht wurde	Trinken	1	0.9491	1.0000
PK01779	Kikerikik, Kikeres, Kikeriki, Kikeres	Kikerikik, Kikeres, Kikeriki	Substantiv	3	schlechter Wein	Trinken	1	0.9835	1.0000
PK02086	Kirbe-wein	Kirbewein	Substantiv	2	saurer, schlechter Wein	Trinken	1	0.9610	1.0000
PK02235	Kirsch	Kirsch	Substantiv	-	Kirschbranntwein	Trinken	1	0.9574	1.0000
PK02277	Kirschen-saft, Kirsch-saft	Kirschensaft, Kirschsaft	Substantiv	2	Saft aus Kirschen	Trinken	1	0.9590	1.0000
PK02278	Kirschen-schnaps, Kirsch-schnaps	Kirschenschnaps, Kirschschnaps	Substantiv	-	Branntwein aus Kirschen und Schnaps	Trinken	1	0.9418	1.0000
PK02285	Kirschen-wasser, Kirsch-wasser	Kirschenwasser, Kirschwasser	Substantiv	-	Branntwein aus Kirschen und Schnaps	Trinken	1	0.9418	1.0000
PK02440	klappern, kläppern	klappern, kläppern	Verb	2b	einen Schoppen trinken	Trinken	1	0.9693	1.0000
PK02535	Klecks	Klecks	Substantiv	2	ein Glas Wein	Trinken	1	0.9621	1.0000
PK02772	Klicker-wasser	Klickerwasser	Substantiv	-	Selterswasser in Flaschen mit Glaskugelverschluß	Trinken	1	0.8618	1.0000
PK03154	kneipen	kneipen	Verb	1	zechen	Trinken	1	0.9699	1.0000
PK03365	Knorbel, Knurbel, Knürbel	Knorbel, Knurbel, Knürbel	Substantiv	4a	Kartoffelschnaps	Trinken	1	0.9707	1.0000
PK03370	knorksen	knorksen	Verb	-	einen trinken	Trinken	1	0.9894	1.0000
PK03477	Knupper, Knuppert	Knupper, Knuppert	Substantiv	7a	ein Glas Wein	Trinken	1	0.9621	1.0000
PK03783	Koloster	Koloster	Substantiv	-	erste Milch einer Kuh nach dem Kalben	Trinken	1	0.9470	1.0000
PK03784	Kolostral-milch	Kolostralmilch	Substantiv	-	erste Milch einer Kuh nach dem Kalben	Trinken	1	0.9470	1.0000
PK03926	Konrad-setz-dich	Konradsetzdich	Substantiv	-	Haustrunk, schlechter Wein	Trinken	1	0.9548	1.0000
PK04001	köpfen	köpfen	Verb	1c'g	eine Flasche Wein austrinken	Trinken	1	0.9606	1.0000
PK04157	Korn-branntwein	Kornbranntwein	Substantiv	-	Branntwein aus Roggen	Trinken	1	0.9524	1.0000
PK04340	Krabbel-an-der-Wand	KrabbelanderWand	Substantiv	2	Branntwein	Trinken	1	0.9722	1.0000
PK04477	Krambambel	Krambambel	Substantiv	x2	Schnaps der Marke 'Krambambuli'	Trinken	1	0.9341	1.0000
PK05631	Kuh-milch, Küh-	Kuhmilch, Kühmilch	Substantiv	-	Kuhmilch, Kühmilch	Trinken	1	0.9282	1.0000
PK05774	Kümmel	Kümmel	Substantiv	2.2a	Schnaps, gewürzt mit Kümmel	Trinken	1	0.9003	1.0000
PK05784	Kümmel-schnaps	Kümmelschnaps	Substantiv	-	Schnaps, gewürzt mit Kümmel	Trinken	1	0.9003	1.0000
PL00084	Lackel-tackel	Lackeltackel	Substantiv	-	schlechter Wein	Trinken	1	0.9835	1.0000
PL00095	Lacks-brühe, Lackels-	Lacksbrühe, Lackelsbrühe	Substantiv	-	schlechter Wein	Trinken	1	0.9835	1.0000
PL00111	laden	laden	Verb	1.2a	sich betrinken	Trinken	1	0.9771	1.0000
PL00166	lageln	lageln	Verb	-	einen trinken	Trinken	1	0.9894	1.0000
PL00169	Lager-bier	Lagerbier	Substantiv	x	Lagerbier	Trinken	1	0.9769	1.0000
PL00178	Lager-wein	Lagerwein	Substantiv	-	Wein, der im Faß gelagert wird, zum Lagern geeigneter Wein	Trinken	1	0.9225	1.0000
PL00379	Land-wein	Landwein	Substantiv	-	Landwein	Trinken	1	0.9806	1.0000
PL00511	lappchen	lappchen	Verb	-	in großen Zügen trinken	Trinken	1	0.9680	1.0000
PL00514	Lappel-brühe	Lappelbrühe	Substantiv	-	schlechter Wein	Trinken	1	0.9835	1.0000
PL00533	läppern	läppern	Verb	1a	in wiederholten kleinen Zügen (langsam) Flüssigkeit zu sich nehmen, nippen	Trinken	1	0.9156	1.0000
PL00564	Lari	Lari	Substantiv	x	Verwässertes (z.B. Kaffee, Wein, Suppe)	Trinken	1	0.0536	0.0000
PL00750	Lauer, Läuer	Lauer, Läuer	Substantiv	3	Wein, der aus den mit Wasser eingeweichten Preßrückständengewonnen wird	Trinken	1	0.9248	1.0000
PL00754	Läuer-brühe	Läuerbrühe	Substantiv	-	Tresterwein, schlechter Wein	Trinken	1	0.9555	1.0000
PL00755	Läuerer	Läuerer	Substantiv	-	Tresterwein, schlechter Wein	Trinken	1	0.9555	1.0000
PL00808	Laugens-brühe, Laugs-brühe	Laugensbrühe, Laugsbrühe	Substantiv	-	fades, schlechtes Getränk, bes. von Kaffee oder Wein	Trinken	1	0.8226	1.0000
PL01112	leer-trinken	leertrinken	Verb	-	leertrinken	Trinken	1	0.9664	1.0000
PL01170	Lehnen-wein, Lehn-wein	Lehnenwein, Lehnwein	Substantiv	-	Wein einer Hanglage	Trinken	1	0.9579	1.0000
PL01433	Leimen-brühe, Leim-brühe	Leimenbrühe, Leimbrühe	Substantiv	2	noch nicht ausgegorener, trüber Wein	Trinken	1	0.9377	1.0000
PL01924	likör	likör	Substantiv	-	likör	Trinken	1	0.0241	0.0000
PL02239	löschen	löschen	Verb	2	Durst stillen	Trinken	1	0.8819	1.0000
PL02325	lotteln	lotteln	Verb	3	trinken	Trinken	1	0.9988	1.0000
